快樂是我的奢侈品,快樂(VH) 是(SHI) 我(Nh) 的(DE) 奢侈品(Na),0,3.888888889,4.0
由最初的焦慮症至憂鬱症,由(P) 最初(Nd) 的(DE) 焦慮症(Na) 至(Caa) 憂鬱症(Na),0,3.375,3.777777778
所謂的高興傷心沒甚麼感覺,所謂(VK) 的(DE) 高興(VK) 傷心(VH) 沒(VJ) 甚麼(Nep) 感覺(Na),0,3.714285714,3.4444444439999997
我也不是無故想哭吧,我(Nh) 也(D) 不(D) 是(SHI) 無故(D) 想(VE) 哭(VA) 吧(T),0,4.0,3.75
生命及生活陷入黑白,生命(Na) 及(Caa) 生活(Na) 陷入(VCL) 黑白(A),0,2.888888889,4.333333333
天天以淚洗面,天天(D) 以(P) 淚(Na) 洗面(VA),0,2.555555556,5.3
我不但每天不斷難過,我(Nh) 不但(Cbb) 每(Nes) 天(Nf) 不斷(D) 難過(VK),0,3.0,5.777777778
不斷湧出的難過,不斷(D) 湧出(VA) 的(DE) 難過(VK),0,3.375,5.666666667
強忍下難過心就刺痛,強忍(VJ) 下(Ng) 難過(VK) 心(Na) 就(D) 刺痛(VHC),0,2.9,5.8888888889999995
或許該說難過吧,或許(D) 該(D) 說(VE) 難過(VK) 吧(T),0,3.0,3.4444444439999997
常常會莫名的想哭,常常(D) 會(D) 莫名(VH) 的(DE) 想(VE) 哭(VA),0,3.142857143,5.0
可是常常還是情緒莫名的低落,可是(Cbb) 常常(D) 還是(D) 情緒(Na) 莫名(A) 的(DE) 低落(VH),0,3.714285714,4.6
心情就跟著低落,心情(Na) 就(D) 跟(P) 著(Di) 低落(VH),0,3.375,4.0
有時會產生憂鬱的症狀,有時(D) 會(D) 產生(VHC) 憂鬱(VH) 的(DE) 症狀(Na),0,3.4,4.0
加上壓力和憂鬱,加上(Cbb) 壓力(Na) 和(Caa) 憂鬱(Nv),0,2.75,4.375
我覺得好難過喔,我(Nh) 覺得(VK) 好(Dfa) 難過(VK) 喔(T),0,3.0,6.375
沒事就會一直的流眼淚,沒(VJ) 事(Na) 就(D) 會(D) 一直(D) 的(DE) 流(Na) 眼淚(Na),0,3.4444444439999997,5.777777778
但是打完之後又十分沮喪,但是(Cbb) 打完(VC) 之後(Ng) 又(D) 十分(Dfa) 沮喪(VH),0,3.0,4.375
心情就會很不好,心情(Na) 就(D) 會(D) 很(Dfa) 不(D) 好(VH),0,3.5,4.222222222
