快樂是我的奢侈品,快樂(VH) 是(SHI) 我(Nh) 的(DE) 奢侈品(Na),0,3.888888889,4
由最初的焦慮症至憂鬱症,由(P) 最初(Nd) 的(DE) 焦慮症(Na) 至(Caa) 憂鬱症(Na),0,3.375,3.777777778
所謂的高興傷心沒甚麼感覺,所謂(VK) 的(DE) 高興(VK) 傷心(VH) 沒(VJ) 甚麼(Nep) 感覺(Na),0,3.714285714,3.444444444
我不會悲傷也不會感動,我(Nh) 不會(D) 悲傷(VH) 也(D) 不會(D) 感動(VHC),0,4.666666667,3.444444444
沒有喜怒哀樂,沒有(VJ) 喜怒哀樂(Na),0,3.5,3.8
我也不是無故想哭吧,我(Nh) 也(D) 不(D) 是(SHI) 無故(D) 想(VE) 哭(VA) 吧(T),0,4,3.75
生命及生活陷入黑白,生命(Na) 及(Caa) 生活(Na) 陷入(VCL) 黑白(A),0,2.888888889,4.333333333
天天以淚洗面,天天(D) 以(P) 淚(Na) 洗面(VA),0,2.555555556,5.3
我不但每天不斷難過,我(Nh) 不但(Cbb) 每(Nes) 天(Nf) 不斷(D) 難過(VK),0,3,5.777777778
不斷哭泣,不斷(D) 哭泣(VA),0,3.333333333,5.6
不斷湧出的難過,不斷(D) 湧出(VA) 的(DE) 難過(VK),0,3.375,5.666666667
強忍下難過心就刺痛,強忍(VJ) 下(Ng) 難過(VK) 心(Na) 就(D) 刺痛(VHC),0,2.9,5.888888889
或許該說難過吧,或許(D) 該(D) 說(VE) 難過(VK) 吧(T),0,3,3.444444444
又動不動的想哭的死去活來,又(D) 動不動(D) 的(DE) 想(VE) 哭(VA) 的(DE) 死去活來(VH),0,3,6.222222222
常常會莫名的想哭,常常(D) 會(D) 莫名(VH) 的(DE) 想(VE) 哭(VA),0,3.142857143,5
可是常常還是情緒莫名的低落,可是(Cbb) 常常(D) 還是(D) 情緒(Na) 莫名(A) 的(DE) 低落(VH),0,3.714285714,4.6
心情就跟著低落,心情(Na) 就(D) 跟(P) 著(Di) 低落(VH),0,3.375,4
有時會產生憂鬱的症狀,有時(D) 會(D) 產生(VHC) 憂鬱(VH) 的(DE) 症狀(Na),0,3.4,4
而覺得人生很不快樂,而(Cbb) 覺得(VK) 人生(Na) 很(Dfa) 不(D) 快樂(VH),0,3.1,5.222222222
我好低潮,我(Nh) 好(Dfa) 低潮(VH),0,3.666666667,5
加上壓力和憂鬱,加上(Cbb) 壓力(Na) 和(Caa) 憂鬱(Nv),0,2.75,4.375
但情緒一直很低落,但(Cbb) 情緒(Na) 一直(D) 很(Dfa) 低落(VH),0,3,4.888888889
近來在工作上非常低落,近來(D) 在(P) 工作(Na) 上(Ng) 非常(Dfa) 低落(VH),0,3.555555556,3.5
我覺得好難過喔,我(Nh) 覺得(VK) 好(Dfa) 難過(VK) 喔(T),0,3,6.375
沒事就會一直的流眼淚,沒(VJ) 事(Na) 就(D) 會(D) 一直(D) 的(DE) 流(Na) 眼淚(Na),0,3.444444444,5.777777778
但是打完之後又十分沮喪,但是(Cbb) 打完(VC) 之後(Ng) 又(D) 十分(Dfa) 沮喪(VH),0,3,4.375
但是他會感到非常難過,但是(Cbb) 他(Nh) 會(D) 感到(VK) 非常(Dfa) 難過(VK),0,2.625,5.666666667
心情就會很不好,心情(Na) 就(D) 會(D) 很(Dfa) 不(D) 好(VH),0,3.5,4.222222222
常常使得對自己很哀怨,常常(D) 使得(VL) 對(P) 自己(Nh) 很(Dfa) 哀怨(VH),0,3,5.111111111
又心情不好,又(Caa) 心情(Na) 不(D) 好(VH),0,3.666666667,4.111111111
要不然就是很低落,要不然(Cbb) 就是(Cbb) 很(Dfa) 低落(VH),0,3.555555556,4.5
似乎擺脫不了人世間的悲哀,似乎(D) 擺(VC) 脫不了(VJ) 人世間(Nc) 的(DE) 悲哀(Nv),0,2.666666667,4.6
只是無緣由地沮喪難過,只是(D) 無緣(VH) 由(P) 地(Na) 沮喪(VH) 難過(VK),0,3,4.5
常常想哭,常常(D) 想(VE) 哭(VA),0,3,4.888888889
但情緒來時總無法控制,但(Cbb) 情緒(Na) 來(VA) 時(Ng) 總(D) 無法(D) 控制(VC),0,3.5,6.5
但我真的很掛念憂鬱,但(Cbb) 我(Nh) 真的(D) 很(Dfa) 掛念(VJ) 憂鬱(VH),0,3.375,4.222222222
但在憂鬱時就不同了,但(Cbb) 在(P) 憂鬱(VH) 時(Ng) 就(D) 不同(VH) 了(T),0,3.888888889,3.8
不想離開憂鬱,不(D) 想(VE) 離開(VC) 憂鬱(VH),0,3.6,4.333333333
結果便是一直極度憂傷下去,結果(Dk) 便是(Cbb) 一直(D) 極度(Dfa) 憂傷(VH) 下去(Di),0,2.555555556,4.666666667
但會不停圍繞憂鬱思想,但(Cbb) 會(D) 不停(D) 圍繞(VC) 憂鬱(Nv) 思想(Na),0,3,5.111111111
身邊的人心情不佳,身邊(Nc) 的(DE) 人(Na) 心情(Na) 不佳(VH),0,3.5,2.888888889
現在每次憂鬱,現在(Nd) 每(Nes) 次(Nf) 憂鬱(VH),0,3.444444444,4.555555556
大都是先憂鬱,大都(D) 是(SHI) 先(D) 憂鬱(VH),0,3.5,3.25
我嘗試讓憂鬱自然的來,我(Nh) 嘗試(VF) 讓(VL) 憂鬱(VH) 自然(Na) 的(DE) 來(D),0,3.625,2.777777778
會乘機去憂鬱,會(D) 乘機(D) 去(D) 憂鬱(VH),0,3.9,4.5
而且我好難過,而且(Cbb) 我(Nh) 好(Dfa) 難過(VK),0,3.1,6
難過他們不去面對,難過(VK) 他們(Nh) 不(D) 去(D) 面對(VC),0,3.5,4.777777778
會寂寞的想哭,會(D) 寂寞(VH) 的(DE) 想(VE) 哭(VA),0,2.75,4.6
好像憂鬱又像焦慮,好像(D) 憂鬱(VH) 又(D) 像(VG) 焦慮(VH),0,3,4.25
自己也找不出低潮的原因,自己(Nh) 也(D) 找不出(VE) 低潮(Na) 的(DE) 原因(Na),0,3.666666667,3.875
因此十分沮喪,因此(Cbb) 十分(Dfa) 沮喪(VH),0,2.9,4.8
容易悲傷,容易(VH) 悲傷(VH),0,3.625,3
難過的時間持續很久,難過(VK) 的(DE) 時間(Na) 持續(VL) 很(Dfa) 久(VH),0,3.4,3.555555556
都會難過很久,都(D) 會(D) 難過(VK) 很(Dfa) 久(VH),0,3.555555556,4.714285714
自己會崩潰,自己(Nh) 會(D) 崩潰(VH),0,2.6,6.222222222
我真的很難過,我(Nh) 真的(D) 很(Dfa) 難過(VK),0,2.888888889,6
都覺得難過,都(D) 覺得(VK) 難過(VK),0,3.1,3.625
難過的想掉眼淚,難過(VK) 的(DE) 想(VE) 掉(VH) 眼淚(Na),0,3.333333333,5.555555556
常常會無端端就哭,常常(D) 會(D) 無端(D) 端(VC) 就(D) 哭(VA),0,4,5.777777778
會哭到不能自己,會(D) 哭(VA) 到(P) 不能(D) 自己(Nh),0,3,6.875
至今常常情緒低落無法專注工作,至今(D) 常常(D) 情緒(Na) 低落(VH) 無法(D) 專注(VH) 工作(Na),0,3.111111111,4.5
上班也難過,上班(VA) 也(D) 難過(VK),0,3.7,4.090909091
就是很喜歡流淚,就是(Cbb) 很(Dfa) 喜歡(VK) 流淚(VA),0,4.444444444,4.444444444
心情沮喪不想上班,心情(Na) 沮喪(VH) 不(D) 想(VE) 上班(VA),0,2.888888889,4.375
總是哭著醒來,總是(D) 哭(VA) 著(Di) 醒來(VH),0,3.5,5.222222222
明明不快樂,明明(D) 不(D) 快樂(VH),0,3.5,4.25
又憂鬱了,又(D) 憂鬱(VH) 了(T),0,3.75,3.555555556
整個人像崩潰了一般,整(Neqa) 個(Nf) 人像(Na) 崩潰(VH) 了(Di) 一般(A),0,2.875,5
但我還是很難過,但(Cbb) 我(Nh) 還是(D) 很(Dfa) 難過(VK),0,3.555555556,4.333333333
打過之後心情一直很差,打(VC) 過(Di) 之後(Ng) 心情(Na) 一直(D) 很(Dfa) 差(VH),0,3.5,4.333333333
常常心情低落,常常(D) 心情(Na) 低落(VH),0,2.625,3.555555556
哀常常對自己感到悲哀,哀(VH) 常常(D) 對(P) 自己(Nh) 感到(VK) 悲哀(VH),0,3,5.428571429
因無力改善心情,因(Cbb) 無力(D) 改善(VC) 心情(Na),0,3.75,3.875
現在我嘗試跟憂鬱簽訂和約,現在(Nd) 我(Nh) 嘗試(VF) 跟(P) 憂鬱(VH) 簽訂(VC) 和約(Na),0,3.285714286,3.333333333
這令我十分傷心,這(Nep) 令(VL) 我(Nh) 十分(Dfa) 傷心(VH),0,3,5.666666667
容易哀傷,容易(VH) 哀傷(VH),0,3.5,4
以為痛苦已經過去,以為(VE) 痛苦(Na) 已經(D) 過去(VA),0,3.111111111,4.75
這一陣子容易感到寂寞及沮喪,這(Nep) 一陣子(Nd) 容易(VH) 感到(VK) 寂寞(VH) 及(Caa) 沮喪(VH),0,3,4.625
常會無緣無故的哭,常(D) 會(D) 無緣無故(D) 的(DE) 哭(VA),0,3.555555556,6.125
導致自己心情沮喪,導致(VL) 自己(Nh) 心情(Na) 沮喪(VH),0,3,5.25
期間情緒一度陷入低潮,期間(Na) 情緒(Na) 一(Neu) 度(Nf) 陷入(VCL) 低潮(Na),0,3.444444444,4.375
怎不叫我心傷難過,怎不(D) 叫(VF) 我(Nh) 心(Na) 傷(VH) 難過(VK),0,3,5.444444444
睡不著一直哭,睡不著(VC) 一直(D) 哭(VA),0,4,5.5
可我就是高興不起來,可(D) 我(Nh) 就是(Cbb) 高興(VK) 不(D) 起來(VA),0,3.375,3.666666667
可是我就是快樂不起來,可是(Cbb) 我(Nh) 就是(Cbb) 快樂(VH) 不(D) 起來(VA),0,3,4.555555556
都不是很快樂,都(D) 不(D) 是(SHI) 很(Dfa) 快樂(VH),0,3.555555556,3.444444444
我已經不能快樂了,我(Nh) 已經(D) 不能(D) 快樂(VH) 了(T),0,2.625,4.555555556
總是快樂不起來,總是(D) 快樂(VH) 不(D) 起來(VA),0,3,3.777777778
會讓我不開心很久,會(D) 讓(VL) 我(Nh) 不(D) 開心(VH) 很(Dfa) 久(VH),0,3.5,4.8
我每天都無法快樂起來,我(Nh) 每(Nes) 天(Nf) 都(D) 無法(D) 快樂(VH) 起來(Di),0,2.625,4.666666667
無法體驗到各種快樂,無法(D) 體驗到(VK) 各(Nes) 種(Nf) 快樂(VH),0,3.666666667,4
也沒有任何快樂的事,也(D) 沒有(VJ) 任何(Neqa) 快樂(VH) 的(DE) 事(Na),0,2.75,2.625
常感到不開心,常(D) 感到(VK) 不(D) 開心(VH),0,3.444444444,4.111111111
沒有任何事情可另我開心,沒有(VJ) 任何(Neqa) 事情(Na) 可(D) 另(Cbb) 我(Nh) 開心(VH),0,2.5,3.5
常常不開心,常常(D) 不(D) 開心(VH),0,3.444444444,3.285714286
經常不開心,經常(D) 不(D) 開心(VH),0,3.5,3.888888889
也從來不笑,也(D) 從來(D) 不(D) 笑(VA),0,4.25,3.2
我真的快樂不起來,我(Nh) 真的(D) 快樂(VH) 不(D) 起來(VA),0,2.625,3.25
但是從來沒有感到快樂過,但是(Cbb) 從來(D) 沒有(D) 感到(VK) 快樂(VH) 過(Di),0,3,4.5
她的個性變的不開朗,她(Nh) 的(DE) 個性(Na) 變(VH) 的(DE) 不(D) 開朗(VH),0,4.222222222,3.222222222
讓他這些年來都不愉快,讓(VL) 他(Nh) 這些(Neqa) 年(Nf) 來(D) 都(D) 不(D) 愉快(VH),0,3,5.125
